dest room|bill room|date|time|#orders|menu id
L12|L12|2016-03-16|03:42:00|1|3
L13|L13|2016-03-17|22:29:00|2|2
restaurant|L18|2016-03-29|12:53:00|4|4
restaurant|S98|2016-01-07|19:13:00|3|8
S99|S99|2016-01-08|22:10:00|3|15
restaurant|S101|2016-01-08|21:40:00|5|10
restaurant|L12|2016-01-14|04:00:00|2|2
restaurant|L16|2016-03-12|02:24:00|2|3
L16|L16|2016-03-12|03:36:00|5|6
restaurant|L16|2016-03-10|17:48:00|1|12
restaurant|L17|2016-03-07|07:32:00|4|5
restaurant|L17|2016-03-13|08:04:00|2|0
L17|L17|2016-03-11|06:07:00|5|2
restaurant|L17|2016-03-10|20:45:00|3|15
L7|L7|2016-01-28|22:07:00|4|12
restaurant|D21|2016-03-06|02:09:00|5|7
restaurant|L18|2016-03-10|07:47:00|3|5
S60|S60|2016-01-17|15:35:00|4|1
S60|S60|2016-01-15|03:33:00|5|3
S69|S69|2016-01-16|11:45:00|2|11
S70|S70|2016-01-16|01:04:00|1|13
S71|S71|2016-01-17|07:46:00|5|9
restaurant|S71|2016-01-16|15:47:00|5|3
S72|S72|2016-01-12|19:49:00|1|4
restaurant|S73|2016-01-11|20:40:00|2|14
S74|S74|2016-01-11|04:51:00|4|14
restaurant|S20|2016-01-21|00:35:00|5|10
restaurant|S35|2016-01-18|08:05:00|4|6
restaurant|S37|2016-01-17|17:48:00|1|5
restaurant|L24|2016-02-22|15:44:00|1|6
L13|L13|2016-01-14|12:31:00|1|0
restaurant|L13|2016-01-16|00:09:00|5|9
restaurant|L13|2016-01-14|19:15:00|3|11
L13|L13|2016-02-09|11:07:00|4|3
L13|L13|2016-02-08|05:42:00|3|6
restaurant|L15|2016-03-18|07:26:00|3|6
restaurant|L7|2016-01-09|00:40:00|1|6
L7|L7|2016-01-07|10:02:00|4|7
restaurant|D12|2016-01-16|09:09:00|1|1
restaurant|S23|2016-02-07|06:56:00|3|10
restaurant|L19|2016-02-23|06:39:00|1|4
L32|L32|2016-03-08|04:51:00|4|0
L33|L33|2016-03-08|17:21:00|2|5
S13|S13|2016-02-01|07:53:00|1|9
restaurant|S14|2016-01-30|09:37:00|2|15
restaurant|L0|2016-03-31|23:53:00|4|4
restaurant|L0|2016-03-29|14:13:00|1|14
restaurant|L0|2016-04-06|03:17:00|1|4
restaurant|L0|2016-04-02|22:37:00|5|7
restaurant|L15|2016-02-07|03:55:00|3|14
L16|L16|2016-02-07|19:19:00|2|1
restaurant|L16|2016-03-15|02:04:00|5|8
S29|S29|2016-03-20|03:00:00|5|7
restaurant|S30|2016-03-25|21:19:00|4|0
S30|S30|2016-03-18|10:51:00|5|10
restaurant|S2|2016-03-20|09:32:00|3|7
S18|S18|2016-03-21|16:26:00|5|7
restaurant|S22|2016-03-18|18:56:00|3|8
S31|S31|2016-03-25|09:42:00|1|10
restaurant|S31|2016-03-22|07:32:00|2|4
restaurant|S33|2016-03-19|00:01:00|3|4
restaurant|S34|2016-03-18|07:49:00|4|6
restaurant|S34|2016-03-20|10:48:00|2|12
restaurant|L8|2016-03-02|07:59:00|2|10
restaurant|L8|2016-02-29|06:42:00|2|5
restaurant|L15|2016-01-22|07:30:00|4|10
restaurant|L15|2016-01-23|21:30:00|4|9
restaurant|L15|2016-01-21|23:03:00|4|9
restaurant|L14|2016-01-18|12:50:00|4|2
restaurant|L14|2016-01-09|22:09:00|3|13
restaurant|L14|2016-01-14|15:17:00|3|9
restaurant|L14|2016-01-18|17:05:00|4|9
L15|L15|2016-01-16|21:19:00|3|11
L15|L15|2016-01-11|13:52:00|1|13
restaurant|L17|2016-03-21|17:39:00|1|9
L17|L17|2016-03-18|02:36:00|1|11
restaurant|L17|2016-03-16|03:46:00|4|14
L17|L17|2016-03-17|22:28:00|3|1
L18|L18|2016-03-21|11:09:00|4|3
restaurant|L16|2016-01-23|17:54:00|2|13
L9|L9|2016-02-02|00:07:00|3|3
L9|L9|2016-02-06|03:22:00|1|15
restaurant|D6|2016-01-11|13:12:00|3|6
restaurant|L12|2016-04-01|19:42:00|3|6
restaurant|L13|2016-03-30|13:12:00|1|6
restaurant|L13|2016-03-31|01:46:00|3|0
restaurant|D12|2016-02-08|21:04:00|3|4
N53|N53|2016-03-29|20:26:00|1|3
restaurant|L20|2016-01-14|00:03:00|5|7
S7|S7|2016-03-28|18:28:00|3|12
restaurant|S34|2016-03-29|00:03:00|5|6
restaurant|S38|2016-03-30|23:14:00|4|2
restaurant|L21|2016-03-19|16:49:00|1|4
restaurant|L21|2016-03-13|05:05:00|3|5
L21|L21|2016-03-14|16:02:00|1|13
L9|L9|2016-01-21|04:54:00|4|7
restaurant|S125|2016-03-25|20:37:00|3|14
restaurant|L18|2016-01-21|13:41:00|5|11
restaurant|L18|2016-01-24|05:44:00|3|4
restaurant|L18|2016-01-21|12:12:00|2|3
L18|L18|2016-01-13|06:00:00|5|8
restaurant|L19|2016-01-11|00:30:00|5|0
S25|S25|2016-02-13|11:52:00|2|3
restaurant|S25|2016-02-10|19:40:00|1|12
restaurant|L11|2016-01-20|12:39:00|4|15
L11|L11|2016-01-20|04:11:00|4|1
S76|S76|2016-01-12|16:28:00|1|5
S77|S77|2016-01-09|04:12:00|3|11
S79|S79|2016-01-14|10:10:00|5|14
restaurant|S80|2016-01-15|01:39:00|1|5
restaurant|S81|2016-01-12|22:53:00|5|12
L20|L20|2016-02-23|02:21:00|2|5
L24|L24|2016-02-24|20:30:00|5|4
restaurant|S11|2016-03-15|23:36:00|3|15
restaurant|S13|2016-03-12|11:37:00|3|9
restaurant|S35|2016-03-24|14:32:00|4|5
S36|S36|2016-03-22|02:50:00|2|7
restaurant|S37|2016-03-23|09:06:00|5|7
restaurant|S38|2016-03-23|16:58:00|5|10
restaurant|N44|2016-02-19|23:31:00|2|1
restaurant|N47|2016-02-12|19:50:00|3|7
restaurant|N48|2016-02-12|23:16:00|1|15
S41|S41|2016-01-19|19:35:00|1|2
restaurant|L14|2016-03-29|11:19:00|5|15
restaurant|L14|2016-03-27|07:59:00|3|11
L14|L14|2016-03-26|17:48:00|1|14
restaurant|L14|2016-03-26|04:56:00|3|7
restaurant|S7|2016-03-29|21:36:00|1|0
restaurant|L12|2016-01-18|21:34:00|2|15
L12|L12|2016-01-15|21:33:00|5|12
L12|L12|2016-01-20|08:37:00|5|3
restaurant|L15|2016-03-31|09:23:00|4|8
L15|L15|2016-04-01|08:29:00|2|8
S36|S36|2016-03-22|04:25:00|5|15
restaurant|S38|2016-03-19|19:39:00|2|9
restaurant|S39|2016-03-21|17:34:00|4|12
L2|L2|2016-03-11|13:34:00|3|2
restaurant|L2|2016-03-14|06:22:00|2|6
S9|S9|2016-02-27|11:18:00|1|4
S10|S10|2016-02-26|11:23:00|2|5
S43|S43|2016-03-25|22:02:00|3|9
S44|S44|2016-03-25|06:53:00|3|0
restaurant|S45|2016-03-23|04:32:00|1|6
restaurant|S47|2016-03-23|19:12:00|5|10
restaurant|L15|2016-02-13|03:45:00|1|4
L15|L15|2016-02-11|06:52:00|1|12
L16|L16|2016-02-09|00:05:00|5|10
restaurant|L16|2016-02-12|02:38:00|2|10
restaurant|L16|2016-02-13|16:31:00|4|6
restaurant|S12|2016-02-23|17:53:00|1|2
restaurant|S13|2016-02-26|00:19:00|5|9
S14|S14|2016-02-26|01:52:00|5|7
restaurant|S14|2016-02-23|08:37:00|4|7
restaurant|L12|2016-01-28|21:36:00|2|12
restaurant|L19|2016-03-23|00:34:00|4|8
L19|L19|2016-03-22|14:25:00|3|14
restaurant|L19|2016-03-24|16:06:00|3|10
restaurant|L19|2016-03-08|15:03:00|4|2
restaurant|L19|2016-03-20|15:12:00|3|11
L19|L19|2016-03-06|03:46:00|1|12
restaurant|L19|2016-03-19|19:47:00|4|11
L19|L19|2016-03-14|09:46:00|4|7
restaurant|L20|2016-03-22|01:27:00|2|13
L20|L20|2016-03-07|16:10:00|5|11
restaurant|X15|2016-02-12|09:26:00|3|12
restaurant|X16|2016-02-08|08:49:00|2|14
restaurant|L10|2016-01-29|23:52:00|3|15
L10|L10|2016-01-31|11:02:00|4|9
L14|L14|2016-01-18|15:43:00|2|13
restaurant|L24|2016-03-16|13:17:00|1|4
L24|L24|2016-03-14|05:40:00|3|2
restaurant|L24|2016-03-14|06:56:00|2|12
restaurant|L24|2016-03-15|01:16:00|5|0
restaurant|N39|2016-03-28|17:15:00|3|13
restaurant|N41|2016-03-20|17:22:00|5|14
S19|S19|2016-01-26|09:14:00|1|12
restaurant|S20|2016-01-27|06:35:00|2|4
restaurant|S50|2016-03-01|23:20:00|4|9
restaurant|S50|2016-02-26|11:12:00|2|0
restaurant|L25|2016-03-15|21:04:00|1|0
L21|L21|2016-03-07|18:55:00|2|10
restaurant|L21|2016-03-05|20:27:00|5|6
restaurant|L6|2016-01-19|20:43:00|4|6
restaurant|S35|2016-03-17|11:42:00|3|7
S36|S36|2016-03-11|21:50:00|2|8
S36|S36|2016-03-16|02:24:00|2|14
restaurant|S37|2016-03-15|06:15:00|3|6
S37|S37|2016-03-13|21:06:00|1|12
D21|D21|2016-01-27|19:50:00|2|6
L9|L9|2016-02-22|19:41:00|3|11
restaurant|L9|2016-02-24|08:10:00|3|0
restaurant|L16|2016-03-23|13:31:00|5|15
L16|L16|2016-03-24|17:02:00|4|6
restaurant|L16|2016-03-23|04:39:00|1|9
L16|L16|2016-03-21|16:29:00|2|8
restaurant|S48|2016-03-26|05:55:00|3|4
restaurant|L20|2016-01-22|13:13:00|3|6
L20|L20|2016-01-20|23:02:00|1|13
L17|L17|2016-02-17|11:10:00|3|0
L17|L17|2016-02-09|07:35:00|4|3
L17|L17|2016-02-14|06:51:00|3|10
restaurant|L17|2016-02-07|19:15:00|2|10
restaurant|L17|2016-02-16|02:37:00|3|11
restaurant|L17|2016-02-07|15:59:00|1|4
restaurant|L17|2016-02-16|02:43:00|2|8
restaurant|L10|2016-01-17|16:17:00|3|13
restaurant|L7|2016-02-15|05:35:00|1|14
L14|L14|2016-01-26|20:08:00|1|1
L12|L12|2016-01-31|17:39:00|2|9
restaurant|L12|2016-02-03|21:11:00|3|14
restaurant|L12|2016-01-29|05:17:00|4|6
L9|L9|2016-02-13|02:06:00|1|0
restaurant|L18|2016-01-18|13:08:00|1|13
L18|L18|2016-01-18|04:14:00|4|1
restaurant|L13|2016-01-27|16:36:00|3|6
L13|L13|2016-02-02|19:00:00|5|6
restaurant|L13|2016-01-25|20:29:00|2|14
restaurant|L13|2016-01-31|10:19:00|5|6
restaurant|L13|2016-01-30|17:54:00|4|5
S83|S83|2016-01-12|02:46:00|5|8
S84|S84|2016-01-11|07:48:00|3|5
L21|L21|2016-01-09|21:19:00|5|14
restaurant|L21|2016-01-10|06:37:00|1|15
L22|L22|2016-01-09|22:50:00|3|9
restaurant|L22|2016-01-07|01:14:00|1|8
L22|L22|2016-01-15|01:08:00|3|2
restaurant|S51|2016-02-27|05:11:00|3|4
restaurant|S52|2016-02-28|07:59:00|1|5
restaurant|S53|2016-02-27|08:36:00|5|10
S5|S5|2016-01-03|15:25:00|3|10
S6|S6|2016-01-02|19:26:00|2|7
restaurant|S7|2016-01-06|21:59:00|1|7
S8|S8|2016-01-04|04:09:00|5|1
restaurant|S10|2016-01-05|11:30:00|1|4
restaurant|S54|2016-03-01|06:25:00|1|11
restaurant|S55|2016-03-03|05:01:00|3|1
restaurant|S56|2016-02-28|02:22:00|4|14
restaurant|D17|2016-02-03|10:32:00|3|11
restaurant|L10|2016-02-24|02:16:00|3|14
restaurant|L10|2016-02-21|04:01:00|1|9
restaurant|S54|2016-03-22|13:20:00|4|14
S56|S56|2016-03-23|06:00:00|2|12
restaurant|S57|2016-03-23|16:57:00|1|7
S41|S41|2016-03-16|03:51:00|3|5
restaurant|S41|2016-03-18|05:19:00|5|13
restaurant|S42|2016-03-17|18:13:00|4|12
restaurant|S42|2016-03-20|09:40:00|1|13
S43|S43|2016-03-16|00:18:00|2|13
S32|S32|2016-02-08|04:05:00|2|8
restaurant|S33|2016-02-07|12:55:00|2|9
restaurant|N35|2016-01-22|17:37:00|3|9
restaurant|N36|2016-01-20|13:32:00|3|13
restaurant|N37|2016-01-15|21:12:00|2|6
restaurant|N38|2016-01-16|19:34:00|2|9
restaurant|N40|2016-01-11|17:59:00|3|11
restaurant|S15|2016-01-23|20:45:00|2|4
restaurant|S16|2016-01-24|17:22:00|1|15
restaurant|S18|2016-01-23|02:08:00|4|8
restaurant|L9|2016-03-02|17:45:00|1|6
L9|L9|2016-02-29|00:32:00|2|11
S29|S29|2016-03-07|19:39:00|3|14
S67|S67|2016-01-30|22:23:00|2|5
restaurant|S68|2016-01-26|14:05:00|5|1
S88|S88|2016-01-16|21:41:00|2|13
restaurant|S89|2016-01-16|13:44:00|4|4
S89|S89|2016-01-13|10:55:00|1|2
restaurant|L14|2016-01-30|01:34:00|2|15
S21|S21|2016-02-19|17:42:00|4|9
S23|S23|2016-02-13|13:51:00|4|10
S23|S23|2016-02-14|00:57:00|3|9
S24|S24|2016-02-12|04:43:00|3|10
restaurant|S24|2016-02-16|17:19:00|4|15
S24|S24|2016-02-19|08:16:00|4|3
restaurant|S25|2016-02-15|15:53:00|1|6
restaurant|S25|2016-02-18|09:21:00|4|9
restaurant|S91|2016-01-11|19:03:00|2|2
S93|S93|2016-01-13|07:02:00|2|1
L22|L22|2016-03-05|06:39:00|4|0
restaurant|L22|2016-03-06|15:45:00|1|0
L22|L22|2016-03-05|11:33:00|4|6
restaurant|X14|2016-02-29|19:44:00|3|15
restaurant|S39|2016-01-08|20:28:00|5|1
N32|N32|2016-03-01|02:09:00|4|2
L6|L6|2016-01-03|11:32:00|3|0
L17|L17|2016-03-24|22:06:00|3|3
L17|L17|2016-03-20|15:46:00|5|12
restaurant|L17|2016-03-25|08:18:00|2|9
S57|S57|2016-03-03|08:53:00|1|2
S58|S58|2016-03-04|05:35:00|2|14
S59|S59|2016-03-04|19:55:00|1|4
S60|S60|2016-03-03|17:51:00|3|1
L10|L10|2016-02-28|15:23:00|1|13
restaurant|L10|2016-02-28|13:08:00|4|7
restaurant|S11|2016-01-03|22:24:00|4|5
restaurant|L37|2016-03-02|05:17:00|2|11
L37|L37|2016-03-02|16:13:00|5|0
S20|S20|2016-01-21|01:29:00|1|5
L12|L12|2016-01-10|11:37:00|4|15
S56|S56|2016-01-13|07:28:00|2|3
restaurant|S57|2016-01-13|19:20:00|4|13
restaurant|L15|2016-01-31|22:17:00|1|2
restaurant|L15|2016-01-31|10:41:00|2|1
L16|L16|2016-01-30|09:28:00|4|15
L16|L16|2016-02-01|11:24:00|4|3
S17|S17|2016-01-02|16:49:00|5|13
restaurant|S19|2016-01-03|22:46:00|3|8
S20|S20|2016-01-08|01:20:00|5|8
restaurant|S21|2016-01-01|15:30:00|4|0
S22|S22|2016-01-08|12:24:00|1|13
restaurant|S22|2016-01-06|19:29:00|5|2
L23|L23|2016-03-07|13:13:00|2|1
L7|L7|2016-01-04|23:37:00|5|12
restaurant|L7|2016-01-03|02:08:00|4|12
restaurant|L7|2016-01-05|16:12:00|1|3
L7|L7|2016-01-02|13:14:00|3|9
restaurant|L8|2016-01-05|11:01:00|2|10
restaurant|L8|2016-01-06|04:01:00|3|3
L8|L8|2016-01-04|17:38:00|2|6
S20|S20|2016-03-02|12:53:00|1|12
restaurant|S20|2016-03-02|02:30:00|1|10
restaurant|S20|2016-02-29|15:32:00|4|15
restaurant|S21|2016-03-04|14:04:00|2|6
S22|S22|2016-02-22|02:28:00|5|3
S22|S22|2016-02-19|12:30:00|1|9
restaurant|S22|2016-03-03|22:15:00|4|12
S23|S23|2016-03-01|17:11:00|1|10
S23|S23|2016-02-26|22:21:00|3|4
restaurant|S23|2016-03-05|07:53:00|2|0
restaurant|S23|2016-02-19|10:43:00|1|9
S23|S23|2016-02-23|19:52:00|4|11
L18|L18|2016-02-13|17:52:00|2|14
restaurant|L19|2016-02-13|07:35:00|2|4
L19|L19|2016-02-14|00:48:00|5|15
restaurant|S63|2016-03-29|17:30:00|4|9
restaurant|S63|2016-03-23|09:23:00|3|13
L22|L22|2016-03-25|09:58:00|1|8
L23|L23|2016-03-28|19:25:00|4|6
restaurant|N60|2016-03-27|06:27:00|3|11
N61|N61|2016-03-30|18:23:00|5|9
L16|L16|2016-03-29|02:44:00|2|1
restaurant|N63|2016-02-06|00:56:00|5|11
restaurant|N64|2016-02-02|11:29:00|2|13
restaurant|N66|2016-02-08|20:34:00|5|1
restaurant|L20|2016-03-26|09:32:00|3|10
N68|N68|2016-02-08|02:23:00|1|8
restaurant|N38|2016-02-25|14:23:00|3|1
L21|L21|2016-01-26|07:14:00|2|7
restaurant|L17|2016-02-04|19:22:00|3|9
restaurant|L18|2016-02-03|06:44:00|4|13
L24|L24|2016-03-22|07:37:00|3|11
restaurant|L25|2016-03-22|01:51:00|2|0
restaurant|S95|2016-01-09|13:44:00|1|2
restaurant|S95|2016-01-13|17:17:00|3|7
restaurant|S12|2016-03-30|12:36:00|4|9
restaurant|S13|2016-04-02|21:39:00|1|9
restaurant|S14|2016-03-31|02:48:00|3|9
D22|D22|2016-03-30|19:21:00|1|15
D24|D24|2016-03-25|02:48:00|1|0
L27|L27|2016-03-20|13:28:00|1|1
L27|L27|2016-03-20|13:11:00|5|9
L27|L27|2016-03-20|03:57:00|4|3
restaurant|L27|2016-03-19|16:45:00|2|3
restaurant|L27|2016-03-26|16:01:00|5|1
L16|L16|2016-01-18|02:27:00|1|6
restaurant|L23|2016-01-11|19:39:00|4|6
restaurant|L23|2016-01-11|04:47:00|1|12
restaurant|L23|2016-01-17|20:38:00|4|3
restaurant|L17|2016-03-29|11:48:00|4|8
L17|L17|2016-03-29|13:37:00|2|0
S36|S36|2016-03-03|15:51:00|3|4
S38|S38|2016-03-13|17:55:00|5|0
restaurant|S38|2016-03-06|05:27:00|1|9
L20|L20|2016-02-08|13:54:00|3|11
restaurant|L15|2016-01-25|18:47:00|4|13
restaurant|L15|2016-01-27|07:54:00|4|10
restaurant|S98|2016-01-08|04:34:00|4|0
restaurant|S98|2016-01-13|09:52:00|4|12
S99|S99|2016-01-10|12:17:00|1|10
restaurant|S24|2016-02-04|19:00:00|1|10
S29|S29|2016-02-02|22:04:00|1|10
restaurant|S31|2016-02-01|05:21:00|1|9
restaurant|S74|2016-03-22|01:44:00|1|7
restaurant|S75|2016-03-26|02:17:00|4|15
restaurant|S83|2016-03-24|11:07:00|2|7
S83|S83|2016-03-26|05:14:00|4|2
S27|S27|2016-02-19|12:18:00|2|2
restaurant|S28|2016-02-16|14:32:00|5|15
restaurant|S28|2016-02-14|04:39:00|4|1
restaurant|L22|2016-01-21|07:59:00|2|4
restaurant|L22|2016-01-22|02:14:00|2|13
L28|L28|2016-03-21|13:38:00|5|11
restaurant|L28|2016-03-23|17:44:00|4|10
restaurant|L28|2016-03-20|21:05:00|4|5
L28|L28|2016-03-30|10:49:00|1|6
L28|L28|2016-03-17|12:59:00|1|9
L28|L28|2016-03-26|23:19:00|2|3
restaurant|L28|2016-03-29|19:36:00|1|3
L28|L28|2016-03-24|07:40:00|3|3
restaurant|S36|2016-02-09|23:43:00|2|11
S37|S37|2016-02-06|08:22:00|4|1
S38|S38|2016-02-05|16:02:00|1|11
restaurant|S38|2016-02-06|05:58:00|3|11
restaurant|S40|2016-02-03|15:49:00|1|11
restaurant|L34|2016-03-29|06:44:00|2|13
restaurant|S22|2016-03-27|10:22:00|3|0
restaurant|L24|2016-03-08|23:17:00|2|6
restaurant|L24|2016-03-05|10:37:00|5|8
restaurant|S21|2016-01-20|11:32:00|5|8
restaurant|S24|2016-01-23|00:46:00|4|11
restaurant|S26|2016-01-20|18:52:00|1|3
restaurant|S28|2016-01-23|07:14:00|2|5
S101|S101|2016-01-09|08:07:00|2|5
restaurant|S102|2016-01-11|05:29:00|1|10
restaurant|X23|2016-01-13|17:17:00|4|3
X24|X24|2016-01-14|19:05:00|3|10
L25|L25|2016-03-26|01:08:00|2|2
L25|L25|2016-03-26|01:22:00|4|0
restaurant|L25|2016-03-26|20:34:00|3|14
L26|L26|2016-03-15|20:00:00|4|8
restaurant|S61|2016-02-12|06:50:00|4|7
restaurant|S63|2016-02-11|19:21:00|1|5
restaurant|S24|2016-03-25|10:01:00|4|7
S32|S32|2016-02-18|12:15:00|3|2
S33|S33|2016-02-17|15:53:00|5|5
restaurant|D20|2016-02-09|00:42:00|3|6
restaurant|N44|2016-02-19|20:09:00|4|0
restaurant|S40|2016-03-03|04:51:00|3|10
S41|S41|2016-03-02|03:32:00|5|0
restaurant|S42|2016-03-04|12:13:00|4|7
restaurant|S104|2016-01-15|18:05:00|2|9
restaurant|S105|2016-01-14|20:55:00|4|0
restaurant|N46|2016-02-23|14:37:00|3|2
restaurant|S34|2016-02-04|03:19:00|4|7
restaurant|L2|2016-02-02|18:58:00|2|11
S88|S88|2016-03-23|13:08:00|5|2
S88|S88|2016-03-20|08:13:00|2|1
S89|S89|2016-03-27|23:02:00|4|14
L24|L24|2016-01-24|21:43:00|5|14
restaurant|L30|2016-03-13|16:54:00|4|13
restaurant|L30|2016-03-10|04:30:00|2|8
L31|L31|2016-03-11|22:47:00|2|5
restaurant|L15|2016-01-29|10:35:00|1|7
restaurant|S22|2016-03-28|20:28:00|5|10
S22|S22|2016-04-01|08:52:00|5|12
restaurant|S25|2016-03-28|14:08:00|1|7
restaurant|S25|2016-03-31|08:28:00|2|11
restaurant|S91|2016-03-21|15:09:00|1|9
restaurant|S91|2016-03-23|20:32:00|1|12
restaurant|S92|2016-03-21|03:38:00|4|0
restaurant|L9|2016-02-16|23:00:00|1|0
L9|L9|2016-02-16|05:05:00|2|9
restaurant|L10|2016-02-16|18:47:00|2|7
restaurant|L10|2016-02-15|10:41:00|4|7
S27|S27|2016-03-26|00:46:00|3|7
restaurant|S28|2016-03-29|09:24:00|4|0
S29|S29|2016-03-30|20:04:00|1|1
S47|S47|2016-03-03|16:42:00|5|4
restaurant|S47|2016-03-05|02:07:00|2|4
restaurant|S24|2016-02-27|22:16:00|5|1
restaurant|S24|2016-02-25|13:10:00|2|4
restaurant|S24|2016-03-04|17:54:00|3|8
restaurant|S26|2016-02-25|03:35:00|1|10
restaurant|S26|2016-02-24|08:50:00|5|10
restaurant|L12|2016-02-27|21:57:00|1|15
L12|L12|2016-02-27|07:28:00|4|4
restaurant|L14|2016-02-27|18:29:00|4|0
restaurant|L32|2016-01-17|12:56:00|3|7
restaurant|L32|2016-01-16|18:01:00|2|5
L24|L24|2016-01-12|03:45:00|1|5
restaurant|D24|2016-02-08|00:02:00|2|15
restaurant|N55|2016-01-03|11:15:00|2|6
restaurant|N57|2016-01-05|21:05:00|5|9
N58|N58|2016-01-08|13:53:00|3|1
restaurant|S109|2016-01-15|14:46:00|1|9
N55|N55|2016-03-06|17:18:00|4|9
restaurant|N56|2016-03-03|02:33:00|4|1
restaurant|N61|2016-02-27|11:12:00|4|8
restaurant|N62|2016-02-29|10:05:00|3|1
L38|L38|2016-03-11|13:35:00|4|1
restaurant|L39|2016-03-11|07:22:00|5|9
restaurant|L17|2016-02-01|14:35:00|3|0
L18|L18|2016-02-01|15:34:00|3|13
restaurant|L14|2016-02-20|19:43:00|4|10
restaurant|L28|2016-03-07|09:54:00|5|6
restaurant|S49|2016-03-06|14:10:00|1|0
L19|L19|2016-04-02|16:37:00|2|13
restaurant|L19|2016-03-31|17:43:00|4|9
restaurant|L19|2016-03-26|22:09:00|3|0
L19|L19|2016-03-28|06:02:00|2|8
L19|L19|2016-03-24|02:27:00|5|12
S38|S38|2016-02-01|01:16:00|3|0
S40|S40|2016-01-29|06:21:00|3|8
restaurant|S48|2016-03-15|14:43:00|2|5
S48|S48|2016-03-20|15:44:00|4|9
restaurant|S50|2016-03-19|01:00:00|4|13
restaurant|S50|2016-03-17|16:53:00|2|6
restaurant|L6|2016-03-04|07:04:00|3|4
restaurant|S56|2016-01-07|18:33:00|2|7
restaurant|L18|2016-01-27|15:47:00|2|3
L19|L19|2016-01-28|09:05:00|4|0
L20|L20|2016-01-15|02:47:00|1|4
restaurant|S27|2016-02-26|09:45:00|5|12
S29|S29|2016-02-29|20:40:00|1|6
restaurant|S30|2016-02-28|18:01:00|2|12
restaurant|S31|2016-02-29|11:35:00|5|14
restaurant|S111|2016-01-12|01:16:00|5|13
restaurant|S111|2016-01-18|14:04:00|3|7
S29|S29|2016-01-24|02:09:00|2|9
S29|S29|2016-01-22|13:48:00|3|6
S30|S30|2016-01-29|14:07:00|3|14
restaurant|S30|2016-01-26|20:18:00|4|11
restaurant|S52|2016-03-17|16:00:00|4|5
restaurant|S52|2016-03-18|05:08:00|4|8
L29|L29|2016-02-29|08:42:00|3|2
L29|L29|2016-02-28|18:02:00|5|4
restaurant|L29|2016-03-07|23:35:00|3|12
L29|L29|2016-03-06|20:30:00|2|6
restaurant|L30|2016-02-29|19:21:00|1|10
restaurant|L30|2016-03-05|12:37:00|2|0
restaurant|L30|2016-03-01|12:27:00|3|1
restaurant|L31|2016-03-08|18:00:00|5|12
L31|L31|2016-03-04|15:03:00|4|14
L13|L13|2016-02-17|19:00:00|1|8
restaurant|N100|2016-03-16|17:59:00|5|7
restaurant|S34|2016-02-12|07:52:00|2|6
restaurant|S34|2016-02-17|14:25:00|2|9
restaurant|S35|2016-02-17|14:07:00|2|11
restaurant|S35|2016-02-18|15:52:00|1|1
S57|S57|2016-01-07|11:20:00|4|7
restaurant|S58|2016-01-07|06:42:00|5|0
L21|L21|2016-02-17|11:47:00|3|2
L21|L21|2016-02-08|21:15:00|1|15
L21|L21|2016-02-13|22:52:00|4|2
restaurant|L21|2016-02-09|06:16:00|5|11
restaurant|L21|2016-02-09|13:41:00|2|15
restaurant|L21|2016-02-16|10:18:00|5|15
L21|L21|2016-02-13|07:37:00|2|10
restaurant|L30|2016-03-25|11:28:00|4|5
L30|L30|2016-03-23|00:25:00|1|2
restaurant|L30|2016-03-23|04:51:00|3|4
restaurant|L30|2016-03-20|14:59:00|4|6
restaurant|L30|2016-03-23|16:41:00|3|7
restaurant|L30|2016-03-19|09:07:00|3|10
restaurant|L30|2016-03-22|20:34:00|1|12
N35|N35|2016-03-16|07:13:00|2|3
N83|N83|2016-03-15|01:55:00|2|15
restaurant|S112|2016-01-14|12:43:00|1|14
S70|S70|2016-03-20|19:42:00|3|4
S42|S42|2016-02-03|12:44:00|1|2
restaurant|S43|2016-02-01|02:10:00|5|13
L19|L19|2016-02-02|22:28:00|5|0
restaurant|L1|2016-01-05|12:27:00|2|11
restaurant|S31|2016-03-26|13:22:00|4|0
restaurant|N70|2016-02-04|14:35:00|1|3
N71|N71|2016-02-12|01:39:00|3|10
L14|L14|2016-03-21|12:33:00|3|3
restaurant|L14|2016-03-22|01:23:00|1|15
restaurant|L42|2016-03-10|21:37:00|3|10
restaurant|S113|2016-01-09|22:15:00|1|15
restaurant|S113|2016-01-10|06:22:00|4|8
restaurant|S113|2016-01-10|15:05:00|5|3
restaurant|L17|2016-01-20|06:02:00|1|5
L21|L21|2016-01-20|07:59:00|1|8
L21|L21|2016-01-20|16:53:00|1|7
restaurant|L22|2016-02-04|11:33:00|2|10
L22|L22|2016-02-09|08:51:00|5|12
restaurant|S30|2016-02-02|20:05:00|5|8
L19|L19|2016-02-06|09:32:00|2|7
X22|X22|2016-02-07|15:11:00|5|11
restaurant|L25|2016-01-10|22:53:00|1|4
L25|L25|2016-01-07|09:11:00|5|7
restaurant|L25|2016-01-06|08:57:00|4|9
L20|L20|2016-01-31|15:46:00|5|4
L28|L28|2016-03-17|04:37:00|5|6
L28|L28|2016-03-17|10:11:00|3|1
restaurant|L28|2016-03-16|13:49:00|1|8
restaurant|L29|2016-03-18|18:46:00|4|11
